id,difficulty,question,option_a,option_b,option_c,option_d,answer,concept
914,medium,Why is a purge stream required in recycle systems? (Variant 305),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
915,hard,Which balance must always be satisfied? (Variant 305),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
916,easy,Which term is zero in steady-state mass balance? (Variant 306),Input,Output,Accumulation,Generation,2,mass_balance
917,medium,Why is a purge stream required in recycle systems? (Variant 306),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
918,hard,Which balance must always be satisfied? (Variant 306),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
919,easy,Which term is zero in steady-state mass balance? (Variant 307),Input,Output,Accumulation,Generation,2,mass_balance
920,medium,Why is a purge stream required in recycle systems? (Variant 307),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
921,hard,Which balance must always be satisfied? (Variant 307),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
922,easy,Which term is zero in steady-state mass balance? (Variant 308),Input,Output,Accumulation,Generation,2,mass_balance
923,medium,Why is a purge stream required in recycle systems? (Variant 308),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
924,hard,Which balance must always be satisfied? (Variant 308),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
925,easy,Which term is zero in steady-state mass balance? (Variant 309),Input,Output,Accumulation,Generation,2,mass_balance
926,medium,Why is a purge stream required in recycle systems? (Variant 309),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
927,hard,Which balance must always be satisfied? (Variant 309),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
928,easy,Which term is zero in steady-state mass balance? (Variant 310),Input,Output,Accumulation,Generation,2,mass_balance
929,medium,Why is a purge stream required in recycle systems? (Variant 310),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
930,hard,Which balance must always be satisfied? (Variant 310),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
931,easy,Which term is zero in steady-state mass balance? (Variant 311),Input,Output,Accumulation,Generation,2,mass_balance
932,medium,Why is a purge stream required in recycle systems? (Variant 311),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
933,hard,Which balance must always be satisfied? (Variant 311),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
934,easy,Which term is zero in steady-state mass balance? (Variant 312),Input,Output,Accumulation,Generation,2,mass_balance
935,medium,Why is a purge stream required in recycle systems? (Variant 312),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
936,hard,Which balance must always be satisfied? (Variant 312),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
937,easy,Which term is zero in steady-state mass balance? (Variant 313),Input,Output,Accumulation,Generation,2,mass_balance
938,medium,Why is a purge stream required in recycle systems? (Variant 313),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
939,hard,Which balance must always be satisfied? (Variant 313),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
940,easy,Which term is zero in steady-state mass balance? (Variant 314),Input,Output,Accumulation,Generation,2,mass_balance
941,medium,Why is a purge stream required in recycle systems? (Variant 314),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
942,hard,Which balance must always be satisfied? (Variant 314),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
943,easy,Which term is zero in steady-state mass balance? (Variant 315),Input,Output,Accumulation,Generation,2,mass_balance
944,medium,Why is a purge stream required in recycle systems? (Variant 315),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
945,hard,Which balance must always be satisfied? (Variant 315),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
946,easy,Which term is zero in steady-state mass balance? (Variant 316),Input,Output,Accumulation,Generation,2,mass_balance
947,medium,Why is a purge stream required in recycle systems? (Variant 316),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
948,hard,Which balance must always be satisfied? (Variant 316),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
949,easy,Which term is zero in steady-state mass balance? (Variant 317),Input,Output,Accumulation,Generation,2,mass_balance
950,medium,Why is a purge stream required in recycle systems? (Variant 317),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
951,hard,Which balance must always be satisfied? (Variant 317),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
952,easy,Which term is zero in steady-state mass balance? (Variant 318),Input,Output,Accumulation,Generation,2,mass_balance
953,medium,Why is a purge stream required in recycle systems? (Variant 318),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
954,hard,Which balance must always be satisfied? (Variant 318),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
955,easy,Which term is zero in steady-state mass balance? (Variant 319),Input,Output,Accumulation,Generation,2,mass_balance
956,medium,Why is a purge stream required in recycle systems? (Variant 319),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
957,hard,Which balance must always be satisfied? (Variant 319),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
958,easy,Which term is zero in steady-state mass balance? (Variant 320),Input,Output,Accumulation,Generation,2,mass_balance
959,medium,Why is a purge stream required in recycle systems? (Variant 320),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
960,hard,Which balance must always be satisfied? (Variant 320),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
961,easy,Which term is zero in steady-state mass balance? (Variant 321),Input,Output,Accumulation,Generation,2,mass_balance
962,medium,Why is a purge stream required in recycle systems? (Variant 321),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
963,hard,Which balance must always be satisfied? (Variant 321),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
964,easy,Which term is zero in steady-state mass balance? (Variant 322),Input,Output,Accumulation,Generation,2,mass_balance
965,medium,Why is a purge stream required in recycle systems? (Variant 322),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
966,hard,Which balance must always be satisfied? (Variant 322),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
967,easy,Which term is zero in steady-state mass balance? (Variant 323),Input,Output,Accumulation,Generation,2,mass_balance
968,medium,Why is a purge stream required in recycle systems? (Variant 323),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
969,hard,Which balance must always be satisfied? (Variant 323),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
970,easy,Which term is zero in steady-state mass balance? (Variant 324),Input,Output,Accumulation,Generation,2,mass_balance
971,medium,Why is a purge stream required in recycle systems? (Variant 324),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
972,hard,Which balance must always be satisfied? (Variant 324),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
973,easy,Which term is zero in steady-state mass balance? (Variant 325),Input,Output,Accumulation,Generation,2,mass_balance
974,medium,Why is a purge stream required in recycle systems? (Variant 325),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
975,hard,Which balance must always be satisfied? (Variant 325),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
976,easy,Which term is zero in steady-state mass balance? (Variant 326),Input,Output,Accumulation,Generation,2,mass_balance
977,medium,Why is a purge stream required in recycle systems? (Variant 326),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
978,hard,Which balance must always be satisfied? (Variant 326),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
979,easy,Which term is zero in steady-state mass balance? (Variant 327),Input,Output,Accumulation,Generation,2,mass_balance
980,medium,Why is a purge stream required in recycle systems? (Variant 327),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
981,hard,Which balance must always be satisfied? (Variant 327),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
982,easy,Which term is zero in steady-state mass balance? (Variant 328),Input,Output,Accumulation,Generation,2,mass_balance
983,medium,Why is a purge stream required in recycle systems? (Variant 328),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
984,hard,Which balance must always be satisfied? (Variant 328),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
985,easy,Which term is zero in steady-state mass balance? (Variant 329),Input,Output,Accumulation,Generation,2,mass_balance
986,medium,Why is a purge stream required in recycle systems? (Variant 329),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
987,hard,Which balance must always be satisfied? (Variant 329),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
988,easy,Which term is zero in steady-state mass balance? (Variant 330),Input,Output,Accumulation,Generation,2,mass_balance
989,medium,Why is a purge stream required in recycle systems? (Variant 330),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
990,hard,Which balance must always be satisfied? (Variant 330),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
991,easy,Which term is zero in steady-state mass balance? (Variant 331),Input,Output,Accumulation,Generation,2,mass_balance
992,medium,Why is a purge stream required in recycle systems? (Variant 331),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
993,hard,Which balance must always be satisfied? (Variant 331),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
994,easy,Which term is zero in steady-state mass balance? (Variant 332),Input,Output,Accumulation,Generation,2,mass_balance
995,medium,Why is a purge stream required in recycle systems? (Variant 332),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
996,hard,Which balance must always be satisfied? (Variant 332),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
997,easy,Which term is zero in steady-state mass balance? (Variant 333),Input,Output,Accumulation,Generation,2,mass_balance
998,medium,Why is a purge stream required in recycle systems? (Variant 333),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
999,hard,Which balance must always be satisfied? (Variant 333),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1000,easy,Which term is zero in steady-state mass balance? (Variant 334),Input,Output,Accumulation,Generation,2,mass_balance
1001,medium,Why is a purge stream required in recycle systems? (Variant 334),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1002,hard,Which balance must always be satisfied? (Variant 334),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1003,easy,Which term is zero in steady-state mass balance? (Variant 335),Input,Output,Accumulation,Generation,2,mass_balance
1004,medium,Why is a purge stream required in recycle systems? (Variant 335),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1005,hard,Which balance must always be satisfied? (Variant 335),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1006,easy,Which term is zero in steady-state mass balance? (Variant 336),Input,Output,Accumulation,Generation,2,mass_balance
1007,medium,Why is a purge stream required in recycle systems? (Variant 336),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1008,hard,Which balance must always be satisfied? (Variant 336),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1009,easy,Which term is zero in steady-state mass balance? (Variant 337),Input,Output,Accumulation,Generation,2,mass_balance
1010,medium,Why is a purge stream required in recycle systems? (Variant 337),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1011,hard,Which balance must always be satisfied? (Variant 337),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1012,easy,Which term is zero in steady-state mass balance? (Variant 338),Input,Output,Accumulation,Generation,2,mass_balance
1013,medium,Why is a purge stream required in recycle systems? (Variant 338),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1014,hard,Which balance must always be satisfied? (Variant 338),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1015,easy,Which term is zero in steady-state mass balance? (Variant 339),Input,Output,Accumulation,Generation,2,mass_balance
1016,medium,Why is a purge stream required in recycle systems? (Variant 339),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1017,hard,Which balance must always be satisfied? (Variant 339),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1018,easy,Which term is zero in steady-state mass balance? (Variant 340),Input,Output,Accumulation,Generation,2,mass_balance
1019,medium,Why is a purge stream required in recycle systems? (Variant 340),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1020,hard,Which balance must always be satisfied? (Variant 340),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1021,easy,Which term is zero in steady-state mass balance? (Variant 341),Input,Output,Accumulation,Generation,2,mass_balance
1022,medium,Why is a purge stream required in recycle systems? (Variant 341),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1023,hard,Which balance must always be satisfied? (Variant 341),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1024,easy,Which term is zero in steady-state mass balance? (Variant 342),Input,Output,Accumulation,Generation,2,mass_balance
1025,medium,Why is a purge stream required in recycle systems? (Variant 342),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1026,hard,Which balance must always be satisfied? (Variant 342),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1027,easy,Which term is zero in steady-state mass balance? (Variant 343),Input,Output,Accumulation,Generation,2,mass_balance
1028,medium,Why is a purge stream required in recycle systems? (Variant 343),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1029,hard,Which balance must always be satisfied? (Variant 343),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1030,easy,Which term is zero in steady-state mass balance? (Variant 344),Input,Output,Accumulation,Generation,2,mass_balance
1031,medium,Why is a purge stream required in recycle systems? (Variant 344),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1032,hard,Which balance must always be satisfied? (Variant 344),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1033,easy,Which term is zero in steady-state mass balance? (Variant 345),Input,Output,Accumulation,Generation,2,mass_balance
1034,medium,Why is a purge stream required in recycle systems? (Variant 345),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1035,hard,Which balance must always be satisfied? (Variant 345),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1036,easy,Which term is zero in steady-state mass balance? (Variant 346),Input,Output,Accumulation,Generation,2,mass_balance
1037,medium,Why is a purge stream required in recycle systems? (Variant 346),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1038,hard,Which balance must always be satisfied? (Variant 346),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1039,easy,Which term is zero in steady-state mass balance? (Variant 347),Input,Output,Accumulation,Generation,2,mass_balance
1040,medium,Why is a purge stream required in recycle systems? (Variant 347),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1041,hard,Which balance must always be satisfied? (Variant 347),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1042,easy,Which term is zero in steady-state mass balance? (Variant 348),Input,Output,Accumulation,Generation,2,mass_balance
1043,medium,Why is a purge stream required in recycle systems? (Variant 348),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1044,hard,Which balance must always be satisfied? (Variant 348),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1045,easy,Which term is zero in steady-state mass balance? (Variant 349),Input,Output,Accumulation,Generation,2,mass_balance
1046,medium,Why is a purge stream required in recycle systems? (Variant 349),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1047,hard,Which balance must always be satisfied? (Variant 349),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
1048,easy,Which term is zero in steady-state mass balance? (Variant 350),Input,Output,Accumulation,Generation,2,mass_balance
1049,medium,Why is a purge stream required in recycle systems? (Variant 350),Increase conversion,Remove inert accumulation,Reduce pressure,Increase recycle ratio,1,recycle_systems
1050,hard,Which balance must always be satisfied? (Variant 350),Component balance,Energy balance,Overall mass balance,Entropy balance,2,conservation_laws
